;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tremenda Graça;;Grande é o Senhor;;Indesculpável;;Ele é Exaltado;;Meu Prazer;;Vitorioso És;;Me Atraiu;;Gratidão - FHOP;;Digno é o Senhor - Gabi Sampaio / Carol Braga;;Me ama;;Não Há Amor Igual;;Oh quão lindo esse nome é;;Emaús;;A Ele a glória;;Perdoados;;Graça;;Rei da Glória;;Santo de Israel;;Que Ruja o Leão;;Meia Noite;;Exaltamos Yahweh;;Somente Cristo;;Há Poder;;Canção do Apocalipse;;Bondade de Deus - Isaias Saad;;Bondade de Deus - FHOP;;Digno é o Senhor - Felipe Rodrigues;;Jesus em Tua presença - Morada;;Gratidão - Brandon Lake;;Gratidão - Brandon Lake (Live);;Pra Sempre - Fernandinho;;Pra Sempre - Nivea Soares;;Da Vida, O Melhor - Projeto Sola;;Teu Povo - IPALPHA;;Louve - Lukas Agustinho;;Pai Nosso - Pedras Vivas;;Isaias 6 - Morada;;Filho do Deus Vivo - Nivea Soares;;Unico - FHOP;;É Tudo Sobre Voce - Morada;;Alegria/Sou feliz;;Canção ao Cordeiro;;No Meio dos Louvores - Israel Salazar;;Sublime - FHOP;;;;Glorioso Dia;;Eu Sou Teu;;Atos 2;;Eu Vou Construir
Oh que tremenda graça!;;;;A mensagem é doce aos lábios, mas;;;;Pra te adorar, ó Rei dos reis;;Os reinos vêm e vão, Teu trono acima está;;Mas Tua glória me atraiu;;Sei que é simples pra um Rei;;Mas ressuscitou...;;E percebo quão maravilhoso Ele é;;[HiHat] (Tu... .Tu.. TaTa... TuTuTa...);;O nome de Jesus, meu Rei;;Cuida dos corações;;Porque Dele e por Ele;;O peso do pecado;;Instrumental;;[Marcação] (Tu... Tu... Tu... .Ti. .TiTi...);;;;Diante da majestade de Jesus;;[Surdo Caixa] (tu... ta... tu... tuta. tu(tu));;[Pausa];;A nossa glória é Cristo;;Precioso é o sangue;;Um novo cântico ao que se assenta;;És fiel em todo tempo;;;;Graças eu Te dou, ó meu Senhor;;;;Que vai acabar;;Que vai acabar;;O peso do pecado ele levou;;Que soe a Tua voz;;Aprender, a luz brilhar;;[Pausa]  (Bu... ... Bu.. Bu... Ti...);;Louve ao Senhor;;Deixe o Céu descer;;[Pausa];;Curando os enfermos, livrando os cativos;;[Pausa];;O pão que sacia a fome;;[Pausa];;;;[Surdo + Bumbo] (Bu... .Tu... Bu... TuTu(Bu)) (Bu... .Tu... Bu... TaTa(Ta));;[Pausa];;;;;;[Caixa] (Tu... Ta... Tu... Ta...);;Então vem me incendiar, Meu coração é Teu altar;;Digno da minha vida Tu és, Jesus
Você deu sua vida;;[HiHat + Pausa 4 tempos];;;;[Ride];;Meu prazer é te louvar;;Teu nome imutável é;;Tua presença me atraiu;;;;;;E o tanto que Ele me quer;;Levou sobre Si as nossas dores;;Oh quão lindo esse nome é;;;;Para Ele são todas as coisas;;Da dor que era nossa;;;;Me deu sua paz para sempre;;[Marcação];;Que ruja o Leão;;Logo se ouvirá um grito;;Louvores, honras e ações de graças;;Nossa coroa é Cristo;;Daquele que a morte venceu;;Sobre o trono do Céu;;És fiel em todo tempo;;[Acentuação];;Lavou minha mente e coração;;[Pausa];;Mas a Tua, não;;Mas a Tua, não;;;;Que Teu grandioso amor;;;;Somos teu povo, a tua igreja;;Louve ao Senhor;;Na terra, como é nos Céus;;"Com duas asas cobriam; Com duas asas cobriam";;Era chegado o Reino de Deus;;Ao chão, Ao chão;;A rocha que mata minha sede é Você;;Alegria da tua presença;;[Pausa];;No meio dos louvores do Seu povo;;Maravilhoso;;;;[Bumbo];;Por Tua causa, livre sou;;Quero ouvir o som do céu, Tua Glória contemplar;;Oh, eu sou Teu
;;INSTRUMENTAL;;[Pausa];;Ele é o Senhor;;Nos átrios do Senhor;;;;;;[Pausa];;[Ride + Surdo] (Bu... .tututu... Bu... tu...) (Usar Caixa);;;;Foi moído por nossos pecados;;Maior que tudo Ele é;;[HiHat] (Tu... Ta... TuTu... Ta...);;;;;;[Surdo + Casa] (tu... ta... tu... ta...);;Me deu alegria para sempre;;Tão surpreendente;;E que a Terra estremeça;;Eis o Noivo sobre os montes;;Soberania, Majestade e força;;;;Glorioso é o nome;;;;;;És fiel em todo tempo;;Me deu perdão;;Só pra te adorar;;;;;;[Ride + Surdo];;;;[Pausa];;Tua luz brilha sobre nós;;;;Deixe o Céu descer;;"Cantavam uma canção; Santo é Você";;;;;;;;Alegria da salvação;;Quem é como o Senhor?;;No meio dos louvores do Seu povo;;Admirável;;;;Tu me chamaste, E eu voltei a viver (Pausa no 'Eu', Volta no 'Viver');;A minha vida, a Ti, eu dou;;;;Eu sou Teu
[HiHat Double] ou [HiHat Single];;[Pausa];;Eu como o rolo, leio o livro;;Ele é exaltado, o Rei é exaltado;;Na casa de Deus;;[Surdo] (tu... .tu.. .tu.. tutu...);;[Marcação] (tu.. .tu...);;Ei, meu coração, não se envergonhe;;Pelos cravos em Tuas mãos;;[Marcação];;Por Seu sangue, nós fomos lavados;;Oh quão lindo esse nome é;;Quem é esse que vem nos abraçando? (2 acento + Pausa + Volta Caixa);;[Marcação];;[HiHat] (Tu... Ta... Tu...  Ta...);;Como explicar a tua graça;;Me deu Sua vida pra viver;;És filho do homem;;Diante da majestade de Jesus;;Logo se ouvirá um grito;;Ao Deus temível;;[Surdo] (tu... . tu..  .tu... tu... tutu...);;Daquele que é justo e fiel;;[Ride] (Tu... Ta... .TuTu.. Tu.. Ta...);;[Marcação Ride Apenas];;Em todo tempo tu és tão, tão bom;;Restaurou-me a comunhão;;E fazer Teu nome grande;;[Pausa];;[Pausa];;Instrumental;;[HiHat] (Ta.. Tu.. Tu.. Ta... Tu.. Ta...);;Saber que a gente pode crescer;;O mesmo corpo, um só Espírito;;[Surdo] (Tu.. Tu.. Tu..) Base;;;;;;[Bumbo] (TaTa) (.Tu..);;[HiHat] (Tu... Ta... Tu... Ta...);;[Bumbo + Marcação];;Alegria da intimidade, da comunhão;;Quem é como o Senhor?;;No meio dos louvores do Seu povo;;Tão sublime;;;;[HiHat];;Me coloco em Tuas mãos;;[Caixa];;
INSTRUMENTAL;;;;Eu como o rolo, leio o livro;;Ele é o Senhor;;;;O inferno não prevaleceu;;É que a sarça pegou fogo e não se consumiu;;[Acentuação];;Lavou minha mente e coração;;Ô, Ele me amou;;;;Nome de Jesus;;Quem é esse que vem nos constrangendo com o olhar? (Pausa + Volta Caixa);;A Ele a glória;;Ele levou sobre si;;E com o raiar de um novo dia;;Me deu Sua graça pra vencer;;Tão surpreendente;;[Pausa];;Vamos ao Seu encontro;;Mais do que os falsos deuses, Yahweh;;Mas Deus provou seu grande amor;;;;Santo, santo, santo;;INSTRUMENTAL;;Com todo fôlego que tenho;;;;E Te dar o louvor que é devido;;Então vou levantar;;Então vou levantar;;;;À intimidade do santo lugar;;Viver, chorar, dançar e se alegrar;;Um Senhor e Rei;;Eu louvo nos vales, louvo nos montes;;[Caixa] (Tu... Ta... .TuRuTuTu... Ta...);;[Pausa];;Foi humilhado, crucificado;;Veja, a vinda está tão perto;;Mais perto do monte;;Sei que ainda não posso te ver;;;;No meio dos louvores do Seu povo;;Glorioso;;;;Glorioso dia, Teu sangue me resgatou;;E ergo minha voz, pois liberto sou;;Então vem me incendiar, Meu coração é Teu altar;;[Marcação]
;;[HiHat];;Eu como o rolo, leio o livro;;Ele é exaltado, o Rei é exaltado;;[HiHat];;E nada irá me impedir, Eu Te adorarei;;E a voz que saiu dela um dia me atraiu;;Ei, meu coração, não se envergonhe;;;;Ô, Ele me ama;;[Ride + Surdo] (Tu... .Tu.. TuTuTuTu... ta...);;;;;;A Ele a glória;;As dores que deviam vir sobre nós;;[Tribal] (tu... tum.. tu.. tu ru [ru]);;;;És Emanuel;;;;Vamos ao Seu encontro;;;;Seu sangue trouxe a redenção;;[Pausa];;Deus Todo-Poderoso;;[Marcação Ride + Surdo] (2 / 4);;Eu cantarei da bondade de Deus;;[Marcação Ride + Bumbo];;Estamos nós aqui;;As minhas mãos e louvar;;As minhas mãos e louvar;;[HiHat] (Tu.. .Tu... Ta...) ;;Às profundezas do Teu coração;;;;;;Eu louvo no dia e louvo na noite;;Instrumental;;"Com duas asas cobriam; Com duas asas cobriam";;Tão rejeitado pelos seus;;Prove, a paz não está tão longe;;Mais perto da face;;Mas eu sei já posso sentir;;[Pausa];;[Crescente];;Tua presença;;;;Tu me chamaste, E eu voltei a viver (Acrescenta Caixa no 'Viver');;[Crescente];;Quero ouvir o som do céu, Tua Glória contemplar;;Santo
[HiHat Groove Normal];;És a vida, és o amor;;Eu como o rolo, leio o livro;;;;Em espírito, em verdade;;[Surdo + Caixa + HiHatPé] (tu.. tu.. tu.. tutu.. ta...);;E o meu coração queimou até que descobriu;;[Crescente Surdo + Ride];;[Ride Surdo] (Bu... .tu.. tutututu... ta...);;Ele me amou;;E o castigo que nos traz a paz;;[Surdo] (Tu.. Tu.. .Tu.. ToTiTu ToTiTu TuTu);;[Marcação + Bumbo];;A Ele a glória;;[HiHat] (Tu... Ta... TaTa..  Ta...);;Sim de graça eu recebo;;[Surdo] (Tu... Tu... Tu... .ti. .titi...) (+ intensidade);;Deus conosco;;[HiHat] (Tu... Ta... TuTu... Ta...);;;;[Bumbo + Surdo] (tututututu.. tu tu..);;A nossa glória é Cristo;;Há poder no Teu nome;;Que era, e é, e há de vir;;Tua bondade me seguirá;;;;Digno é o Senhor;;;;Pois tudo o que tenho é um;;Pois tudo o que tenho é um;;Deus pai o abandonou;;;;[Caixa] (Tu... Ta... Tu... Ta...) (.Ta.. Ta...);;[Marcação Bumbo];;Eu louvo se vejo que estou cercado;;;;"Cantavam uma canção; Santo é Você";;Ressuscitado, glorificado;;Cadê as sombras que nos seguiam?;;Me espanto com o peso da Tua glória;;Tua doce e amável presença está aqui, está em mim;;Santo, és incomparável;;;;É mais desejável;;;;[HiHat + Caixa];;;;;;És incomparável
Que traz a ordem em meio ao caos;;Esperança que restaura;;;;[Ride];;Em espírito, em verdade;;Muralhas vão estremecer;;Que um dia com Tua glória vale mais que mil;;Ei, meu coração, não se envergonhe;;Digno é o Senhor;;;;Estava sobre Ti;;Deixou o céu para buscar-nos;;Ele é tão sábio;;Pra sempre, amém;;Jesus se fez perdão ao pecador;;Certamente que a bondade;;Jesus toda glória somente a Ti;;;;Sobre o trono de justiça;;[Ride] (tu... ta... tu... ta...);;INSTRUMENTAL;;Nossa coroa é Cristos;;Jesus, Rei sobre o trono;;Com a criação, eu canto;;(Bumbo... Tu... Tu... tu tu... ta);;[HiHat] (Tu.. .TuTa... Tu.. TuTu.. Ta...);;Sobre o trono está;;[Ride] (Tu.. Tu.. Ta... .Ta.. TuTu... Ta...);;Aleluia, aleluia;;Aleluia, aleluia;;Cessou seu respirar;;[Ride] (Tu... Ta... Tu.. Tu.. Ta...);;oh oh oh oh;;Faça tua vontade através de nós;;Pois meus inimigos serão derrotados;;[Caixa] (Tu... Ta... .TuRuTuTu... Ta...);;;;O inferno e a morte venceu;;Quebrou o cristal do nosso orgulho;;;;;;Não há outro como Tu;;[Ride] (Ta.. Ti.. Ta.. Ti.. Ta.. Ti.. Ta.. Ti..);;Do que o ouro;;;;Glorioso dia, Teu sangue me resgatou (Pausa no 'San', Volta no 'Tou');;[Ride] (Tu... Ta... TuTu.. Ta...);;[Ride] (tu.. tu.. tu.. ta...);;És inigualável
Governa o mundo, com a sua justiça;;;;[Surdo + Caixa];;Ele é exaltado, o Rei é exaltado;;;;Cadeias irão se romper, Enquanto adoramos;;;;Instrumental;;Elevo minhas mãos;;[Marcação];;Por Suas pisaduras nós fomos sarados totalmente;;Veio pra nos resgatar;;Ensina em amor;;;;O seu amor mostrou;;;;Jesus toda glória somente a Ti;;[Marcação + Bumbo] (Tempo 1);;Eternamente haverá um Rei;;Quando a meia-noite chegar, é necessário estar;;;;;;Ao ouvir Teu santo nome;;Louvores ao Rei dos reis;;Eu me rendo a Ti, Te dou o meu ser;;Instrumental;;Soberano, criador;;Instrumental (Pausa e volta);;;;;;Em trevas se encontrou o filho;;Teu é o governo;;;;Que o teu reino venha, Que o teu reino venha;;"Enquanto eu viver minh'alma irá cantar (Pausa no ""Mi"")";;Pai nosso nos Céus;;[Marcação];;;;;;[Bumbo + Marcação] (Dobra);;[Pausa];;Reinas sobre a terra e céu;;Instrumental;;Melhor que a vida é o Teu amor;;;;;;O Teu nome bendirei;;Instrumental;;Abre os meus olhos, Senhor
;;[Ride];;Eles procuram;;Ele é exaltado, o Rei é exaltado;;[HiHat];;;;[Marcação] (tu.. .tu...);;;;[Crescente];;Instrumental;;[Crescente];;Amor maior que o meu pecado;;Ele é tão manso;;[Surdo + Ride];;Morreu porque amou;;[HiHat] (tu... ta... tutu.. ta...);;[Crescente];;És manso e humilde;;Ele voltará para governar;;Com a chama acesa;;[Surdo + Caixa] (tu... tu tu.. tu tu... ta...);;[Surdo + Caixa] (tu... . tu..  .tu... tu... ta...);;Jesus, todos Te louvam;;És tudo para mim e eu Te adorarei;;;;;;Vou sempre te adorar;;Instrumental (Pausa e volta no contra);;[Pausa];;[Pausa];;A guerra começou, a morte enfrentou;;Te entronizamos;;[Surdo + Ride] (Bu... .Tu.. Tu... Bu... Tu...);;Faça tua vontade através de nós;;;;Santo é o Teu nome;;"Que toda Terra; Que toda casa";;[Ride] (Ta Tu Tu Ta Tu Tu Ta Tu);;[Marcação];;Mais perto da glória;;Instrumental;;Pra sempre;;;;;;;;[HiHat];;E, bem alto, clamarei;;;;Mostra quem Tu és e enche o meu coração
[HiHat Double] ou [HiHat Single];;Com Teu fôlego dentro em nós;;[Ride];;;;Rei dos reis e Senhor;;[Surdo + Caixa + HiHatPé] (tu... .tu.. .tu.. tuta...);;É que a sarça pegou fogo e não se consumiu;;[Crescente Caixa];;Mas ressuscitou/Digno é o Senhor;;;;;;Nada vai nos separar;;Cuida dos corações;;A Ele a glória;;;;Não é pelo o que eu fiz;;;;És manso e humilde;;As nações em amor;;O Filho do Homem virá, será que encontrará;;Cantai louvores ao Senhor;;A nossa glória é Cristo;;;;;;[Ride];;[Surdo] (Bumbo no Tempo) (Bu.. .Tu.. Bu.. .TuTa...);;;;;;Sei que é simples pra um Rei;;Sei que é simples pra um Rei;;Todo o poder das trevas vencido foi;;;;Para nós Ele é, da vida, o melhor;;Que o teu reino venha, Que o teu reino venha;;[Surdo + Ride] Refrão;;Teu reino buscamos;;"E que os meus olhos;'Senhor dos Senhores ";;E agora quem dizem que Tu és;;Veja os tronos de outros reis;;É mais perto da morte;;;;;;[HiHat] (Tu... Ta... Tu... Ta...) (.Tu.. Ta.. .Tu.. Tu... Ta...);;[HiHat] (Tu... Ta... ... ...);;;;Instrumental;;Que eu sou Teu, eu sou Teu;;[Pausa];;Do amor que faz mudar o mundo
Oh que tremenda graça!;;Com Teu fôlego dentro em nós;;Não se enganem, atalaias;;[Pausa] ;;Rei dos reis e Senhor;;Vitorioso És, Na tempestade estás;;E a voz que saiu dela um dia me atraiu;;Louve ao Senhor;;Mas ressuscitou/Digno é o Senhor;;[HiHat] (tu... ta... tu... ta...);;[Pausa];;;;;;A Ele a glória;;[Pausa];;O nome disso é graça;;[Ride] (tu... ta... tu.. .tu.. ta...);;És manso e humilde;;;;Fé na Terra, fé na Terra?;;Exultai ao Deus da Salvação;;Nossa coroa é Cristo;;[HiHat] (Tu... Ta... Tu... Ta...);;[HiHat] (Tu... Ta... .TuTu.. Tu.. Ta...);;Tua bondade me seguirá;;Tua doce voz que me guia em meio ao fogo;;[Marcação Ride + Tons] (Bu... Tu... ... Tu Tu);;[HiHat] (Tu.. Tu.. Ta...) (Tu.. Tu.. Tu.. Ta..);;Mas não tenho nada além;;Mas não tenho nada além;;;;[HiHat] (Tu.. Tu.. Ta...)  (.Ta.. .Ta..);;Nosso mover e existir, paraíso aqui;;;;Louve ao Senhor, todo o meu ser;;Tua vontade seja feita;;;;Um profeta, um agitador qualquer;;Dobrados ao chão;;O medo quer me parar;;[HiHat] (Tu... Ta... Tu... Ta...);;[Pausa];;Corações unidos;;Quem é como Tu?;;;;;;[Pausa];;Nós estamos aqui, Tão sedentos de Ti, Vem oh Deus, vem oh Deus;;[Pausa]
Você deu sua vida;;Com Teu fôlego dentro em nós;;[Ride + Surdo] (tu.. tum.. ta.. ta ta [ta]);;;;;;Teu nome infalível é;;E o meu coração queimou até que descobriu;;Louve ao Senhor;;;;Tem ciúmes de mim;;Não há amor igual, Jesus, Tu és real;;[Surdo] (Tu.. Tu.. .Tu.. ToTiTu ToTiTu TuTu);;[Marcação + Bumbo] (Mais Forte);;A Ele a glória;;Perdoados;;Firmado nela estou;;Não há outro igual a Ti;;E eu me prostro aos teus pés;;[Surdo + Ride Expontâneo];;;;Ele e não nós que nos formou;;Somente Cristo Jesus;;Pelo Seu sangue, uma nova vida nos deu;;Instrumental;;Eu me rendo a Ti, te dou o meu ser;;Na escuridão, Tua presença me conforta;;Elevo minhas mãos;;Jesus, em Tua presença, Reunimo-nos aqui;;De um coração cantando;;De um coração cantando;;[Ride + Surdo] (Tu... .Tu.. .Tu.. TuTa...);;Oh-oh, oh-oh;;Só a Ele entregar o princípio e o fim;;[Surdo] (Tu... Ta... .TuTuTuTuTu.. Ta...);;Louve ao Senhor, todo o meu ser;;Na terra, como é nos Céus;;[Marcação];;Teu Espírito me revela quem Tu és;;Até o meu coração se deu;;Então me tira o medo;;Não posso te ver, mas eu te amo;;Santo, és incomparável;;Prontos para começar a celebrar;;Jesus;;;;[Bumbo];;;;Enche este lugar, Meu desejo é sentir, Teu poder, Teu poder;;
;;Com Teu fôlego dentro em nós;;A mensagem é doce aos lábios, mas;;;;[Ride];;Os reinos vêm e vão, Teu trono acima está;;Que um dia com Tua glória, um dia com Tua glória vale mais que mil;;Louve ao Senhor;;[Ride] (Tu.. Tu.. Ta...);;O Seu amor é como um furacão;;És o meu amigo fiel;;Oh quão maravilhoso é;;Ele entrou em casa;;Pra sempre, amém;;Na Cruz nós fomos;;O nome disso é graça;;Tu és o Rei da glória;;;;Que ruja o Leão;;[HiHat] (tu... ta... tu... ta...);;Se prostrem toda tribo e nação;;;;Sua dor nos redimiu;;;;;;Eu sei que és meu pai, que amigo és;;Ao Cristo que venceu;;Contemplamos Tua face, E rendemo-nos a Ti;;Aleluia, aleluia;;Aleluia, aleluia;;A terra estremeceu, o sepulcro se abriu;;;;[Crescente];;Tu és a luz que brilha sobre a escuridão;;;;Deixe o Céu descer;;"Que toda Terra; Que toda casa";;Ungido de Deus!;;;;;;Não posso te ver, mas creio em ti;;Não há outro como Tu;;Já se ouve os gritos (Pausa e Volta);;Não há ninguém além de Ti;;;;Por Tua graça eu salvo sou;;[Caixa] (Tu... Ta... Tu... Ta...);;[Cresce no 'Teu Poder, Teu Poder'];;[Caixa] (Tu... Ta... ... Ta...) (Tu... Ta... ... TaTa...)
[Pausa];;;;[Ride + Caixa Acentuando];;;;Pra te adorar, ó Rei dos reis;;Teu nome imutável é;;;;Louve ao Senhor;;Digno é o Senhor (pam 5x dps do 'Sobre o trono está');;E eu me rendo ao vento de sua misericórdia;;Maravilhoso amor, sim, Jesus me salvou;;Oh quão maravilhoso é;;Ele está na mesa;;[Pausa];;Resgatados;;[Pausa] (Pausa no 4 e volta no 2);;Tu és o Rei da glória;;[Ride] (Tu.. .Tu.. ... Ta...);;E que a Terra estremeça;;Um dia, o Filho do Homem retornará;;;;[Acentuaçao];;És o Cristo, Filho de Deus;;[HiHat] (Tu... Ta... .Tu.. .Tu.. Ta...);;[Pausa];;E eu vivo na bondade de Deus;;Cordeiro de Deus, morreu por mim;;Pois um dia Tua morte, Trouxe vida a todos nós;;;;;;E nada vencerá seu grande amor;;[HiHat] (Tu.. Tu.. Ta.. Tu...) (Tu.. Ta...)  (.Ta.. .Ta..);;Do universo o Rei, do mundo a luz;;Tu és a paz que acalma todo coração;;[Surdo] (Tu.. Tu.. Tu..) Base;;Na terra, como é nos Céus;;"E que os meus olhos;'Senhor dos Senhores ";;;;[Marcação] (Surdo Expontaneo);;[Pausa];;Como é feliz quem anda na luz;;Reinas sobre a terra e céu;;Deus está neste lugar veio habitar;;Que é manso e;;;;[Surdo + Caixa];;Por tudo o que fizeste a mim;;;;Digno desta canção só Tu és, Senhor
Digno é o Cordeiro de Deus;;[Pausa];;A mensagem é doce aos lábios, mas;;;;Meu prazer é te louvar;;;;[Hi Hat] (tutu... tuta... tutu... ta...);;;;Elevo minhas mãos;;Então, de repente, não vejo mais minhas aflições;;És o sacrifício perfeito;;O nome de Jesus, meu Rei;;Ele nos observa;;;;Jesus venceu por nós;;;;;;Não há o que te afronte;;Diante da majestade de Jesus;;Com muito poder e glória Ele reinará;;[Crescente] (Ride + Hi-Hat) ;;INSTRUMENTAL;;;;Está vestido do arco-íris;;És fiel em todo tempo;;[Crescente];;[Pausa];;E nos deu completo acesso, Ao coração do Pai;;[HiHat] (tu... ta... tu... ta...);;[HiHat] (Tu... Ta... Tu.. .Tu.. Ta...);;[Crescente];;Que brilhe a Tua luz;;[Pausa];;És o pão do faminto, a força do aflito;;Eu louvo se vejo, eu louvo se não;;Deixe o Céu descer;;;;[HiHat] (Tu... Ta... TuTu.. Ta...);;Eita, tudo se rendeu;;Que me faz dizer;;Que vive por fé e pode sentir;;Pra sempre (A virada começa depois do 'SEM');;;;Humilde assim;;;;Teu grande amor me libertou;;Levanto minhas mãos a Ti;;[Ride] (tu.. tu.. tu.. ta...);;Digno do meu louvor só Tu és, Senhor
Digno é o Cordeiro de Deus;;;;[Crescente];;;;Nos átrios do Senhor;;[Pausa];;Eu poderia estar;;[Pausa];;Mas ressuscitou/Digno é o Senhor;;Eu só vejo a glória;;;;Oh quão maravilhoso é;;Sabe que O esperamos;;[Surdo] (Bu... .Tu.. .Tu.. Ta...);;Jesus venceu por nós;;[Ride] (tu tu ta tu tu tu ta tu);;[Ride] (tu... ta... tu.. .tu.. ta...);;Outro trono não há;;;;Uh, uh, uh;;Ao Supremo Deus;;;;[HiHat] (Tu... Ta... Tu.. .Tu.. Ta...);;Sons de trovão, luzes, relâmpagos;;[Ride];;;;Mas ressuscitou;;;;Em resposta a Ti;;Em resposta a Ti;;Ó, morte, onde estás?;;Que soe a Tua voz;;;;E nós somos teus pés e tuas mãos;;Eu louvo, pois sei que estou em Suas mãos;;;;[Marcação + Bumbo + Surdo] (tu... .tutu.. tu...);;Tu és o Cristo, filho do Deus vivo;;Quem não louvará?;;Moisés, suba em meu lugar;;;;(TaTaTaTuTuTuBu...);;[Surdo + Bumbo] (Bu... .Tu... Bu... TuTu(Bu)) (Bu... .Tu... Bu... TaTa(Ta));;Não há ninguém igual a Ti;;;;Eu renasci, Quando Te conheci;;És o único, a quem adorarei;;Então vem me incendiar, Meu coração é Teu altar;;Digno da minha vida Tu és, Senhor
;;[Pequena Marcação + Bumbo 1/4];;;;;;Na casa de Deus;;Imutável És, Jesus;;Em qualquer outro lugar;;Então vou levantar;;Mas ressuscitou/Digno é o Senhor;;E percebo quão maravilhoso Ele é;;[HiHat] (TuTu... ta... ta...);;Maior que tudo Ele é;;;;Quão profundas riquezas;;;;Oh, ooh, ooh, ooh;;A minha vida dou a Ti;;Inabalável és;;[Crescente Expontâneo];;[Pausa];;[Crescente] (Ride + Caixa) ;;[Ride];;Precioso é o sangue;;Louvores, honra e glória;;És fiel em todo tempo;;[Ride] (Tu.. .TuTa... Tu.. TuTu.. Ta...);;;;[HiHat Contra] (Tu... Ta... TuTu.. Ta...);;Há uma ação;;Há uma ação;;O rei ressuscitou;;Que Teu grandioso amor;;[Pausa];;;;Guerreio louvando em adoração;;[Pausa/Surdo] (Tu... .Tu.. .Tu..);;Instrumental;;Sobre esta rocha Tua igreja está;;Quem não temerá o Rei?;;Me faz entender;;[HiHat] (Tu... Ta... .TuTu... .Tu.. Ta...);;;;No meio dos louvores do Seu povo;;;;;;;;;;Quero ouvir o som do céu, Tua Glória contemplar;;Oh, eu sou Teu
;;Toda a Terra entoará;;[Ride];;;;;;Te adoramos;;Mas Tua glória me atraiu;;Sei que é simples pra um Rei;;Mas ressuscitou/Digno é o Senhor;;E o tanto que Ele me quer;;Nada se compara ao Teu amor;;Oh quão maravilhoso é;;[Ride + Surdo] (Bu... .Tu.. Tu... TuTu... Ta...);;O saber e o conhecer de Deus;;[HiHat] (Tu... Ta.. .Ta...  .TaTa);;;;Tu és o Rei da glória;;És o Leão de Judá;;Que ruja o Leão;;;;Ao Supremo Deus;;Reconciliação (Acentuação 5x) e do tempo 1;;Daquele que a morte venceu;;Força e poder pra sempre;;;;És fiel em todo tempo;;[HiHat] (Tu... Ta... ... Ta...);;E o véu que separava, Já não separa mais;;Me render aqui;;Me render aqui;;Ele venceu pra sempre;;;;Vida, verdade, caminho e paz;;[Surdo] (Tu... Ta... .TuTuTuTuTu.. Ta...);;Com o meu louvor muralhas cairão;;Deixe o Céu descer;;;;Tu és o Cristo, filho do Deus vivo;;;;;;Alegria da tua presença;;[Ride] (Tu... Ta... TuTu... Ta...);;No meio dos louvores do Seu povo;;[HiHat] (Tu... Ta... Tu.. Tu.. Ta...);;;;[Surdo + Caixa];;[Caixa] (Tu... Ta... Tu... Ta...);;;;
