;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tremenda Graça;;Grande é o Senhor;;Indesculpável;;Ele é Exaltado;;Meu Prazer;;Vitorioso És;;Me Atraiu;;Gratidão - FHOP;;Digno é o Senhor - Gabi Sampaio / Carol Braga;;Me ama;;Não Há Amor Igual;;Oh quão lindo esse nome é;;Emaús;;A Ele a glória;;Perdoados;;Graça;;Rei da Glória;;Santo de Israel;;Que Ruja o Leão;;Meia Noite;;Exaltamos Yahweh;;Somente Cristo;;Há Poder;;Canção do Apocalipse;;Bondade de Deus - Isaias Saad;;Bondade de Deus - FHOP;;Digno é o Senhor - Felipe Rodrigues;;Jesus em Tua presença - Morada;;Gratidão - Brandon Lake;;Gratidão - Brandon Lake (Live);;Pra Sempre - Fernandinho;;Pra Sempre - Nivea Soares;;Da Vida, O Melhor - Projeto Sola;;Teu Povo - IPALPHA;;Louve - Lukas Agustinho;;Pai Nosso - Pedras Vivas;;Isaias 6 - Morada;;Filho do Deus Vivo - Nivea Soares;;Unico - FHOP;;É Tudo Sobre Voce - Morada;;Alegria/Sou feliz;;Canção ao Cordeiro;;No Meio dos Louvores - Israel Salazar;;Sublime - FHOP;;;;Glorioso Dia;;Eu Sou Teu;;Atos 2;;Eu Vou Construir
[Ride/Bumbo/SurdoContra];;Grande é o Senhor;;Eu como o rolo, leio o livro;;;;[Ride];;;;Tua presença me atraiu;; ;;Mas ressuscitou/Digno é o Senhor;;;;Deixou Sua glória e habitou entre nós (Pausa no 'En' Volta no 'Nós');;O nome de Jesus;;E ao partir o pão, os nossos olhos se abrem;;Quão insondáveis;;Não havia nele;;[HiHat] (tu... ta... tu... ta...);;Tu és o Rei da glória;;;;E que a Terra estremeça;;[HiHat];;;;Vida e salvação (Acentuação 5x);;Glorioso é o nome;;Ao único Rei eternamente;;[Pausa];;Em todo tempo Tu és tão, tão bom;;Pelos cravos em Tuas mãos;;A luz que outrora apagada, Agora brilha, E cada dia brilha mais;;Em adoração;;Em adoração;;;;[HiHat] (Ta.. Tu.. Tu.. Ta... Tu.. Ta...);;Luz sobre as trevas, Redentor;;Tua verdade sempre permanecerá;;"Enquanto eu viver minh'alma irá cantar (Pausa no ""Mi"")";;Deixe o Céu descer;;[HiHat] (tu... .tutu.. ta... ta...);;Rocha inabalável, outro igual não há (Ta.. Ta.. Ta..);;[Ride] (Tu... ... .TuTa...) (Surdo Expontaneo);;[Pausa];;Alegria da salvação;;Intrumental;;No meio dos louvores do Seu povo;;Não há.. Não há igual;;;;Tu me chamaste, E eu voltei a viver (Pausa no 'Eu', Volta no 'Viver');;Eu vou compartilhar o amor;;[Ride] (tu.. tu.. tu.. ta...);;[Caixa] (Tu... Ta... ... Ta...) (Tu... Ta... ... TaTa...)
[Tribal sem Ride e Pausa];;[Marcação Ride + Surdo + Bumbo 2/4] (Bumbo... Tu... Tu...);;Eu como o rolo, leio o livro;;;;Pra te adorar, ó Rei dos reis;;[Marcação + Surdo] (tu... .tu.. .tu.. tutu...);;;;[Pausa];;[Pausa];;[HiHat] (tu... ta... tu... ta...);;Em tudo foi tentado;;[Pausa];;E reconhecemos quem Tu és;;Seus juízos e os Seus caminhos;;Beleza ou formosura;;Como explicar a tua graça;;;;[Ride] (Tu.. .Tu.. ... Ta...);;Diante da majestade de Jesus;;Mas quanto ao dia e a hora, quem saberá?;;[Surdo + Caixa] (tu... tu tu.. tu.. tu tu... ta... pa);;;;Daquele que é justo e fiel;;[Crescente];;És fiel em todo tempo;;Com todo fôlego que tenho;;Graças eu Te dou, ó meu Senhor;;;;;;;;[Ride] (Tu.. Tu.. Ta...);;À intimidade do santo lugar;;;;Do teu amor quem poderá nos separar;;;;Deixe o Céu descer;;Eu vi o Senhor sentado;;;;Veja os tronos de outros reis;;Que a tempestade é Você;;Alegria da intimidade, da comunhão;;;;No meio dos louvores do Seu povo;;;;;;[HiHat];;Ser Tua luz por onde eu for;;Então vem me incendiar, Meu coração é Teu altar;;Nome que é sobre todos é o Teu, Jesus
Digno é o Cordeiro de Deus;;Toda a Terra entoará;;Eu como o rolo, leio o livro;;;;Meu prazer é te louvar;;Como um trovão, Impetuoso;;[Hi Hat] (tutu... tuta... tutu... ta...);;Oh, ooh, ooh, ooh;;;;Ô, Ele me amou;;;;;;Ao som da Tua voz, os nossos corações;;;;Pra que fosse vista;;E com o raiar de um novo dia;;[Ride] (tu.. tu.. tu.. ta...);;Não há o que te afronte;;;;Nem os anjos do céu, nem o Filho, somente o Pai;;Louvores, honras e ações de graças;;[Ride];;;;;;És fiel em todo tempo;;Eu cantarei da bondade de Deus;;Lavou minha mente e coração;;[Ride] (Tu.. Tu.. Ta... .Ta.. TuTu... Ta...);;[HiHat] (tu... ta... tu... ta...);;[HiHat] (Tu... Ta... Tu.. .Tu.. Ta...);;Pra sempre exaltado é;;Às profundezas do Teu coração;;[Surdo + Ride] (Bu... .Tu.. ... Tu...);;És fiel e pra sempre, teu povo sustenta;;[Surdo + Ride] Refrão;;Deixe o Céu descer;;E a orla de Suas (ves)tes (Acentuada 4x);;[Ride] (Ta Tu Tu Ta Tu Tu Ta Tu);;Dobrados ao chão;;Chuva forte é Você;;Sei que ainda não posso te ver;;[HiHat] (Tu... Ta... TuTu... Ta...) (Tu... Ta.. Tu.. TuTu... Ta...);;[Crescente] (Pausa e Volta);;[Ride] (Tu.. .Tu.. Tu.. Ta...);;;;Glorioso dia, Teu sangue me resgatou;;Eu me prostro aos Teus pés;;Quero ouvir o som do céu, Tua Glória contemplar;;Fonte da salvação só Tu és, Jesus
Digno é o Cordeiro de Deus;;Grande é o Senhor;;Eu como o rolo, leio o livro;;;;Nos átrios do Senhor;;Poderoso És, Grandioso És;;Tentei me esconder;;[Caixa] (ta.. ta.. ta...);;;;Ô, Ele me ama;;[HiHat] (Tu... .Tu.. TaTa... TuTuTa...);;[Marcaçao];;Queimam de amor;;[Surdo] (Bu... .Tu.. .Tu.. Ta...);;[HiHat] (Tu... Ta.. .Ta...  .TaTa);;[Ride];;Instrumental;;Outro trono não há;;[Ride] (Tu.. Tu.. Ta... TuTu.. Tu.. Ta...);;Então vigiai e orai;;Louvores, honras e ações de graças;;A nossa glória é Cristo;;[Ride] (Tu... Ta... Tu.. .Tu.. Ta...);;[Ride] (Tu... Ta... .TuTu.. Tu.. Ta...);;;;[Crescente];;Me deu perdão;;Só pra te adorar;;Então vou levantar;;Então vou levantar;;Pra sempre adorado é;;;;Nosso refúgio, fortaleza;;E então o mundo inteiro verá;;Louve ao Senhor, todo o meu ser;;;;;;Ooh Ooh Ooh;;Até o meu coração se deu;;Vento forte é Você;;Mas eu sei já posso sentir;;Vamos cantar;;;;Maravilhoso;;;;Tu me chamaste, E eu voltei a viver (Acrescenta Caixa no 'Viver');;E ergo minhas mãos, pois liberto sou;;;;Digno da minha vida Tu és, Jesus
;;;;;;;;Na casa de Deus;;Que venha o céu, Nós proclamamos;;Por medo de não viver;;Oh, ooh, ooh, ooh;;;;Ele me amou;;Levou sobre Si as nossas dores;;A morte venceste, O véu Tu rompeste;;Queimam de amor;;Quão profundas riquezas;;Só havia nele;;Sim de graça eu recebo;;;;Inabalável és;;Que ruja o Leão;;;;[Surdo + Caixa] (Acrescenta pratos 1,2,3,4);;Nossa coroa é Cristo;;Há poder no Teu nome;;Santo, santo, santo;;;;;;Restaurou-me a comunhão;;E fazer Teu nome grande;;As minhas mãos e louvar;;As minhas mãos e louvar;;Pra sempre ele vive;;[Ride] (Tu... Ta... Tu.. Tu.. Ta...);;Nossa força nas batalhas;;O poder do grande Rei;;Louve ao Senhor, todo o meu ser;;[HiHat] (Tu... .Ta.. Tu... .Ta.. Ta...);;[HiHat] (tu.. tu.. ta... .tutu.. ta...);;;;;;E o que me faz tremer as pernas;;Tua doce e amável presença está aqui;;Uma canção ao Cordeiro;;[HiHat] (Tu... Ta... Tu... Ta...);;Admirável;;;;[HiHat + Caixa];;[Crescente];;[Surdo] (tu tu tu tu tu... tu tu tu tu tu...);;Oh, eu sou Teu
[HiHat Double] ou [HiHat Single];;[Crescente Ride + Surdo + Bumbo 4/4] (bumbo... tu... tu...);;[Pausa];;;;;;Poderoso És, Grandioso És;;Mas Tua glória me atraiu;;[Caixa] (Acrescenta bumbo);;;;;;Foi moído por nossos pecados;;A tumba vazia agora está;;;;O saber e o conhecer de Deus;;O peso do pecado;;[Crescente];;[Caixa + Surdo];;És o Leão de Judá;;E que a Terra estremeça;;[HiHat + Tons] (tu... ta... tu... tuta. tu(tu));;Louvores, honras e ações de graças;;A nossa glória é Cristo;;Jesus, Rei sobre o trono;;Deus Todo-Poderoso;;;;[Crescente];;;;E Te dar o louvor que é devido;;Pois tudo o que tenho é um;;Pois tudo o que tenho é um;;Ressuscitou, ressuscitou;;Teu é o governo;;O perfeito sacrifício;;[Pausa];;;;Deixe o Céu descer;;"Com duas asas cobriam; Com duas asas cobriam";;[HiHat] (Tu... Ta... Tu... Ta...) (.Ti..);;[Ride] (Tu... ... .TuTa...) (Bumbo Marcado) (Surdo Expontaneo);;;;está em mim, está aqui;;Nós vamos cantar;;Vamos adorar, cantar bem alto;;Tão sublime;;;;Glorioso dia, Teu sangue me resgatou (Pausa no 'San', Volta no 'Tou');;;;Instrumental;;Eu sou Teu
Oh que tremenda graça!;;Toda a Terra entoará;;Pra essa hora, eu me levanto, responsável;;;;[Pausa] ;;;;Tua presença me atraiu, Deus;;Oh, ooh, ooh, ooh;;;;[Marcação];;Por Seu sangue, nós fomos lavados;;[Surdo] (Bu... .Tu.. .Tu.. .Tu.. TuTu...);;[Ride + Surdo] (Bu... .Tu.. Tu... TuTu... Ta...) (Aumenta Bumbo);;Quão insondáveis;;Da dor que era nossa;;Certamente que a bondade;;Jesus toda glória somente a Ti;;És o Leão de Judá;;Diante da majestade de Jesus;;Logo se ouvirá um grito;;Louvores, honras e ações de graças;;Nossa coroa é Cristo;;Ao ouvir Teu santo nome;;Que era, e é e há de vir;;;;Tua bondade me seguirá;;[Ride] (Tu.. Tu.. Ta...);;Estamos nós aqui;;Aleluia, aleluia;;Aleluia, aleluia;;;;Te entronizamos;;Verbo em carne, Rei dos reis;;;;[Surdo + Ride] Refrão +;;Deixe o Céu descer;;"Cantavam uma canção; Santo é Você";;Verbo vivo viveu entre nós;;Eita, tudo se rendeu;;[Pausa];;;;Uma canção ao Cordeiro;;Vamos celebrar, gritar bem alto;;Glorioso;;;;;;[Ride] (Tu... Ta... TuTu.. Ta...);;;;
Você deu sua vida;;Grande é o Senhor;;[Hi-Hat Expontaneo];;;;;;[Ride + Surdo] (tu... .tu.. .tu.. tuta...);;;;[Caixa] (Acrescenta pratos);;;;Instrumental;;;;O céu Te adora, Proclama tua glória;;E ao partir o pão, os nossos olhos se abrem;;Seus juízos e os Seus caminhos;;;;;;Jesus toda glória somente a Ti;;[Pausa];;;;Eis o Noivo sobre os montes;;;;Somente Cristo Jesus (3x);;Jesus, todos Te louvam;;Com a criação, eu canto;;;;Me seguirá, Senhor;;Digno é o Senhor;;;;;;;;[Ride + Surdo] (Tu... .Tu.. .Tu.. TuTa...);;;;;;[Surdo + Ride] (Bu.. .Tu.. Tu.. .Tu.. Tu...);;Não vou me calar;;Deixe o Céu descer;;;;Filho do homem, filho de Deus;;Quem não louvará?;;A porta aberta é Você;;[Pausa];;Vamos cantar;;Deus aqui está entronizado;;Tua presença;;;;[HiHat];;O Teu nome bendirei;;[Surdo + Caixa] (tu tu tu tu tu... tu tu tu tu ta...);;[Surdo + Ride] (Bu... TuBu... TuTuBuTu... Ta...)
;;[Crescente Ride + Caixa];;Pra essa hora, eu me levanto, responsável;;;;;;Como um trovão, Impetuoso;;[Ride] (tu.. tu.. ta... .ta.. tutu...);;Oh, ooh, ooh, ooh;;;;;;[Ride + Surdo] (Tu... .Tu.. TuTuTuTu... ta...);;Pois ressuscitaste e vivo estás;;E reconhecemos quem Tu és;;;;[HiHat] (Tu... Ta... Tu...  Ta...);;[HiHat] (tu... ta... tutu.. ta...);;[Crescente];;;;[Ride] (Tu.. Tu.. Ta... TuTu.. Tu.. Ta...);;Logo se ouvirá um grito;;[Surdo + Caixa];;;;[Pausa];;Louvores ao Rei dos reis;;;;Tua bondade me seguirá;;Sobre o trono está;;[Ride] (Tu.. Tu.. Ta... .Ta.. TuTu... Ta...);;[HiHat] (tu... ta... tu... ta...);;[HiHat] (Tu... Ta... Tu.. .Tu.. Ta...);;A terra estremeceu, o sepulcro se abriu;;[Ride] (Tu... Ta... Tu.. Tu.. Ta...);;[Surdo + Ride] (Bu... .Tu.. Tu... Bu.. .Tu.. Ta...);;Instrumental (Entra junto da guitarra);;Meu Deus vivo está;;Deixe o Céu descer;;[HiHat];;Curando os enfermos, livrando os cativos;;Quem não temerá o Rei?;;Mas a fechada é Você;;Sou feliz com Jesus;;Uma canção ao Cordeiro;;No meio dos louvores do Seu povo (Ta.. TaTa.. TaTa..);;É mais desejável;;;;Instrumental;;E bem alto clamarei;;Te damos honra, Te damos glória;;Santo
[HiHat Double] ou [HiHat Single];;Toda a Terra entoará;;[Ride] (Acrescenta o Bumbo);;;;;;Poderoso És, Grandioso És;;É que a sarça pegou fogo e não se consumiu;;;;;;[Ride] (tu.. tu.. ta...);;E o castigo que nos traz a paz;;;;Ao som da Tua voz, os nossos corações;;[HiHat] (Tu.. Tu.. Ta...);;Ele levou sobre si;;Não é pelo o que eu fiz;;Jesus toda glória somente a Ti;;[HiHat] (Tu.. .Tu.. ... Ta...);;Que ruja o Leão;;Vamos ao Seu encontro;;Exaltamos Yahweh;;[Pausa];;;;És tudo para mim e eu Te adorarei;;;;Me seguirá, Senhor;;Soberano, criador;;Só pra te adorar;;Sei que é simples pra um Rei;;Sei que é simples pra um Rei;;E nada vencerá seu grande amor;;Teu é o governo;;Nosso refúgio, fortaleza;;[Pausa];;Como não Te adorar?;;;;"Com duas asas cobriam; Com duas asas cobriam";;Era chegado o Reino de Deus;;[Crescente];;É tudo sobre Você;;Sou feliz com Jesus;;Vamos cantar;;;;Do que o ouro;;;;[Pausa];;Que eu sou Teu, eu sou Teu;;Teu é o poder, Pra sempre, amém;;És incomparável
INSTRUMENTAL;;Grande é o Senhor;;Pra essa hora, eu me levanto, responsável;;;;;;Que venha o céu, Nós proclamamos;;E a voz que saiu dela um dia me atraiu;;[Crescente];;;;Me ama, Ele me ama;;Estava sobre Ti;;[Surdo] (Bu... .Tu.. .Tu .Tu.. TuTa...);;Queimam de amor;;A Ele a glória;;As dores que deviam vir sobre nós;;O nome disso é graça;;Jesus toda glória somente a Ti;;Esperava-se um rei;;E que a Terra estremeça;;Vamos ao Seu encontro;;Exaltamos Yahweh;;;;[Pausa];;;;;;Eu me rendo a Ti, te dou meu ser;;Vou sempre te adorar;;E fazer Teu nome grande;;Mas não tenho nada além;;Mas não tenho nada além;;[Crescente];;Te entronizamos;;Nossa força nas batalhas;;;;Louve ao Senhor, todo o meu ser;;[HiHat] (Tu... .Ta.. Tu... .Ta.. Ta...);;"Cantavam uma canção; Santo é Você";;;;;;E eu também vou subir;;Sou feliz com Jesus;;Uma canção ao Cordeiro;;[HiHat] (Tu... Ta... Tu... Ta...);;Melhor que a vida é o Teu amor;;;;;;Tudo o que sou;;;;És inigualável
INSTRUMENTAL;;;;[Crescente];;;;;;Poderoso És, Grandioso És;;E o meu coração queimou até que descobriu;;Ei, meu coração, não se envergonhe;;;;Ele me ama, Ele me ama;;Por Suas pisaduras nós fomos sarados totalmente;;És invencível, inigualável;;Queimam de amor (Virada nos Tons);;A Ele a glória;;[Crescente];;Firmado nela estou;;;;Dos homens;;Diante da majestade de Jesus;;;;Exaltamos Yahweh;;;;Basta uma palavra Tua e os mortos viverão;;[Ride] (Tu... Ta... .TuTu.. Tu.. Ta...);;;;Entrego tudo a Ti;;;;E Te dar o louvor que é devido;;De um coração cantando;;De um coração cantando;;Ó, morte, onde estás?;;;;[Surdo + Ride] (Bu... .Tu.. Tu... Bu.. .Tu.. Ta...) (Aumenta Bumbo);;[Surdo + Ride] (Bu.. .Tu.. Tu.. .Tu.. Tu...);;;;Deixe o Céu descer;;;;[HiHat] (Tu... Ta... Tu... Ta...) (.Ti..);;[Ride] (Tu... ... .TuTa...) (Surdo Expontaneo);;;;Sou feliz com Jesus meu senhor;;;;Vamos adorar, cantar bem alto;;;;;;[Pausa];;Está em Tuas mãos de amor;;[Surdo + Caixa] (tu tu tu tu tu... tu tu tu tu ta...);;Abre os meus olhos, Senhor
;;[Ride] (Tu Tu Tu Ta);;Pra essa hora, eu me levanto, responsável;;;;;;;;Que um dia com Tua glória vale mais que mil;;Ei, meu coração, não se envergonhe;;;;Me ama, Ele me ama;;;;Hoje e sempre reinarás;;;;A Ele a glória;;Jesus se fez perdão ao pecador;;O nome disso é graça;;[Ride] (tu... ta... tu.. .tu.. ta...);;E veio o rei dos céus;;[Crescente];;[Ride];;Exaltamos Yahweh;;;;Basta uma palavra Tua e os cegos verão;;Instrumental;;;;Tua bondade me seguirá;;[Ride] (Tu.. Tu.. Ta...);;Estamos nós aqui;;Aleluia, aleluia;;Aleluia, aleluia;;O rei ressuscitou;;[HiHat] (Tu.. Tu.. Ta.. Tu..) (Ta.. Ta.. .Tu.. .Tu.. Ta.. Ta..) ;;O perfeito sacrifício;;Instrumental (Entra junto da guitarra);;[Marcação Bumbo] ;;Deixe o Céu descer;;[Ride] (tu.. tu.. ta... .tutu.. ta...);;Foi humilhado, crucificado;;Importa que Ele cresça;;[Surdo + Ride] (Bu... .TuBu.. Tu.. Bu... Ta...);;;;[Surdo + Ride] (Bu... .TuBu... Tu.. Bu... TaTaTaTaTa...);;Vamos celebrar, gritar bem alto;;[Ride] (Tu.. .Tu.. Tu.. Ta...);;;;Do meu pecado, me resgataste;;E eu sou Teu, eu sou Teu;;Te damos honra, Te damos glória;;Mostra quem Tu és e enche o meu coração
;;Com Teu fôlego dentro em nós;;;;;;;;[Ride] (tu... tu ta... .tu.. tu.. ta...);;;;[Ride] (tu... ta... .tu.. .tu.. ta...);;;;Ele me ama, Ele me ama;;[Ride] (Tu.. Tu.. Ta...);;[Surdo] (Bu... .Tu.. .Tuta... .Tu.. TuTa...);;[HIHat] (TuTu... Ta... TuTu... Ta...);;Pra sempre, sempre e sempre;;O seu amor mostrou;;;;Não há outro igual a Ti;;Nasceu em uma manjedoura;;;;Quando a meia-noite chegar, é necessário estar;;;;;;Apenas uma palavra Tua e tudo mudará;;;;;;Me seguirá, Senhor;;Elevo minhas mãos;;;;;;;;Ele venceu pra sempre;;Em Ti, existimos;;Verbo em carne, Rei dos reis;;;;Instrumental;;Deixe o Céu descer;;"Que toda Terra; Que toda casa";;Tão rejeitado pelos seus;;Maior que toda sombra que a gente projetou;;Mais perto do monte;;[Crescente];;Quem é como o Senhor?;;Deus aqui está entronizado;;Maravilhoso;;;;Em Tua glória, cadeias se rompem;;;;Teu é o poder, Pra sempre, amém;;Do amor que faz mudar o mundo
;;Com Teu fôlego dentro em nós;;[Ride];;;;;;Vitorioso És, Na tempestade estás;;[Ride] (tu.. tu.. ta... .ta.. tutu...);;Oh, ooh, ooh, ooh;;;;[Pausa];;Não há amor igual, Jesus, Tu és real;;Teu é o reino, Tua é a glória;;Nós arrumamos a casa;;;;Morreu porque amou;;[HiHat] (tu... ta... tutu.. ta...);;Tu és o Rei da glória;;Onde está sua coroa?;;[Ride] (Tu.. Tu.. Ta.. Ta.. TuTu.. .Ta.. TuTu.. Ta...);;Com a chama acesa;;[Surdo + Caixa];;;;Se pedirmos em Teu nome;;[Pausa];;;;;;Ao Cristo que venceu;;[Ride] (Tu.. Tu.. Ta... .Ta.. TuTu... Ta...);;[Pausa];;[Acentuação];;;;Pois somos Tua geração;;;;[Surdo + Ride] (Bu.. .Tu.. Tu.. .Tu.. Tu...);;;;Deixe o Céu descer;;"E que os meus olhos;'Senhor dos Senhores ";;Ressuscitado, glorificado;;Importa que Ele seja;;Mais perto da face;;Sou feliz com Jesus;;Quem é como o Senhor?;;No meio dos louvores do Seu povo;;Admirável;;;;Sozinho estava sem teu consolo;;[Ride] (TuTuTuTa... TuTa...);;;;
;;Com Teu fôlego dentro em nós;;Eu como o rolo, leio o livro;;;;;;Teu nome infalível é;;É que a sarça pegou fogo e não se consumiu;;Oh, ooh, ooh, ooh;;;;;;És o meu amigo fiel;;Acima de todo nome está;;Perfumamos ela toda;;[HiHat] (.TuTu.. Tu.. Ta...);;;;Não é pelo o que eu fiz;;Tu és o Rei da glória;;;;Instrumental;;O Filho do Homem virá, será que encontrará;;Exaltamos Yahweh;;;;;;Maravilhado, extasiado;;;;[Ride] (Tu.. .TuTa... Tu.. TuTu.. Ta...);;Cordeiro de Deus, morreu por mim;;Instrumental (Pausa e volta no contra);;Ei, meu coração, não se envergonhe;;Ei, meu coração, não se envergonhe;;[Ride] (Tu.. Tu.. Ta...);;;;[Tribal] (Tu.. Tu.. Ta...);;Justiça e paz se encontram;;[Surdo] (Tu.. Tu.. Tu..) Base;;;;;;O inferno e a morte venceu;;O único Senhor;;Me espanto com o peso da Tua glória;;Sou feliz com Jesus;;;;;;Tão sublime;;;;Agora sou um cidadão do Céu;;Eis-me aqui;;[Surdo + Ride + Caixa] (tu tu tu tu tu... tu tu tu tu ta...);;[Surdo + Ride] (Bu... TuBu... TuTuBuTu... Ta...)
;;Com Teu fôlego dentro em nós;;Eu como o rolo, leio o livro;;;;;;Os reinos vêm e vão, Teu trono acima está;;E a voz que saiu dela um dia me atraiu (oh);;;;;;[Marcação];;Maravilhoso amor, sim, Jesus me salvou;;;;Nós preparamos a mesa;;A Ele a glória;;[Ride] (Tu.. Tu.. Ta...);;O nome disso é graça;;;;[HiHat] (Tu.. .Tu.. ... Ta...);;;;Fé na Terra, fé na Terra?;;Exaltamos Yahweh;;;;[Crescente] (Tu.. Tu.. Tu.. Tu..);;Eu fico ao ouvir Teu nome;;;;Tua bondade me seguirá;;;;;;Cante essa canção;;Cante essa canção;;Pra sempre exaltado é;;[HiHat] (Tu.. Tu.. Ta.. Tu..) (Ta.. Ta.. .Tu.. .Tu.. Ta.. Ta..) ;;Nosso refúgio, fortaleza;;E nasce a alegria;;Louvo ao Rei, louvo ao Senhor;;[HiHat] (Tu... .Ta.. Tu... .Ta.. Ta...);;[Ride];;;;;;;;Sou feliz com Jesus;;[Marcação + Bumbo];;[Bumbo + Double HiHat];;Glorioso;;;;;;Com os braços bem abertos;;Te damos honra, Te damos glória;;Santo
;;;;Eu como o rolo, leio o livro;;;;;;Teu nome imutável é;;E o meu coração queimou até que descobriu;;[Pausa];;;;Somos sua herança e Ele é o nosso galardão;;És o sacrifício perfeito;;[Ride] (Tu.. Tu.. Ta.. TuTu... Ta...);;Tome o lugar de honra;;A Ele a glória;;Perdoados;;Firmado nela estou;;[Ride] (tu... ta... tu.. .tu.. ta...);;Tão surpreendente;;[Pausa];;;;Exaltamos Yahweh;;;;Basta uma palavra Tua e os mortos viverão;;Maravilhado, extasiado;;;;Me seguirá, Senhor;;[Ride] (Tu.. Tu.. Ta.. Ta.. Tu.. Ta.. Tu... Ta...);;[Pausa];;Pois sei que há fôlego nesses pulmões;;Pois sei que há fôlego nesses pulmões;;Pra sempre adorado é;;Em Ti, existimos;;Nossa força nas batalhas;;Este é o Teu reino;;Louvo ao Cristo que ressuscitou;;Teu é o reino;;"Que toda Terra; Que toda casa";;[Ride] (Ta Tu Tu Ta Tu Tu Ta Tu);;[Ride] (Tu... ... .TuTa...) (Surdo Expontaneo);;[Surdo + Ride] (Bu... .TuBu.. Tu.. Bu... Ta...) (Dobra);;Sou feliz com Jesus meu senhor;;Santo, és incomparável;;Instrumetal;;Tua presença;;;;[Pausa] (Marcação no Chimbal pra n ficar muito vazio);;Criador, Redentor;;Teu é o poder, Pra sempre, amém;;És incomparável
;;[Ride] (Tu... Tu... Ta...);;Eu como o rolo, leio o livro;;;;;;;;Que um dia com Tua glória, um dia com Tua glória vale mais que mil;;Então vou levantar;;;;Seu olhar de graça nos atrai à redenção;;;;Poderoso esse nome é;;;;A Ele a glória;;Na Cruz nós fomos;;O nome disso é graça;;A minha vida dou a Ti;;És filho do homem;;O descendente de Davi;;[HiHat + Tons] (HiHat -) (.tu.. .tu.. ta.. .tu.. tu.. tutu(tu));;Exaltamos Yahweh;;;;Basta uma palavra Tua e os cegos verão;;Eu fico ao ouvir Teu nome;;;;Tua bondade me seguirá;;Mas ressuscitou, Digno é o Senhor;;E o véu que separava, Já não separa mais;;Vamos, louve ao Senhor;;Vamos, louve ao Senhor;;Pra sempre ele vive;;Pois, somos Tua geração;;[Crescente];;Este é o Teu reino;;Louvo Aquele que é justo e fiel;;Teu, o poder;;"E que os meus olhos;'Senhor dos Senhores ";;E agora quem dizem que Tu és;;Importa que Ele cresça;;Mais perto da glória;;[Pausa] (Pausa no 4 'Caixa');;Não há outro como Tu;;;;É mais desejável;;;;Do meu pecado, me resgataste;;Tu és o eterno Deus;;;;És inigualável
